USB-500/600 Log File,
Name: CEF501shelf#13,
Model: USB-502-PLUS,
Serial Number: 10001330,
Index,Date/Time,Temp(C),Humidity(%rh),Dew Point(C),
1579,3/6/2017 7:09:32 AM,24.0,46.5,11.8,
1580,3/6/2017 7:39:32 AM,24.0,47.0,12.0,
1581,3/6/2017 8:09:32 AM,24.0,47.5,12.2,
1582,3/6/2017 8:39:32 AM,24.0,47.5,12.2,
1583,3/6/2017 9:09:32 AM,24.0,48.0,12.3,
1584,3/6/2017 9:39:32 AM,24.0,48.5,12.5,
1585,3/6/2017 10:09:32 AM,24.0,49.5,12.8,
1586,3/6/2017 10:39:32 AM,24.0,49.5,12.8,
1587,3/6/2017 11:09:32 AM,24.5,50.5,13.6,
1588,3/6/2017 11:39:32 AM,24.0,52.0,13.5,
1589,3/6/2017 12:09:32 PM,24.0,51.5,13.4,
1590,3/6/2017 12:39:32 PM,24.0,51.5,13.4,
1591,3/6/2017 1:09:32 PM,24.0,52.5,13.7,
1592,3/6/2017 1:39:32 PM,24.0,52.0,13.5,
1593,3/6/2017 2:09:32 PM,24.0,52.0,13.5,
1594,3/6/2017 2:39:32 PM,24.0,51.5,13.4,
1595,3/6/2017 3:09:32 PM,24.0,52.0,13.5,
1596,3/6/2017 3:39:32 PM,24.5,52.0,14.0,
1597,3/6/2017 4:09:32 PM,24.5,52.0,14.0,
1598,3/6/2017 4:39:32 PM,24.5,51.5,13.9,
1599,3/6/2017 5:09:32 PM,24.5,51.5,13.9,
1600,3/6/2017 5:39:32 PM,24.5,51.5,13.9,
1601,3/6/2017 6:09:32 PM,24.5,52.0,14.0,
1602,3/6/2017 6:39:32 PM,24.5,51.0,13.7,
1603,3/6/2017 7:09:32 PM,24.5,51.0,13.7,
1604,3/6/2017 7:39:32 PM,24.5,51.0,13.7,
1605,3/6/2017 8:09:32 PM,25.0,50.5,14.0,
1606,3/6/2017 8:39:32 PM,25.0,50.0,13.9,
1607,3/6/2017 9:09:32 PM,24.5,50.5,13.6,
1608,3/6/2017 9:39:32 PM,24.5,49.5,13.2,
1609,3/6/2017 10:09:32 PM,23.5,51.0,12.8,
1610,3/6/2017 10:39:32 PM,22.0,52.0,11.7,
1611,3/6/2017 11:09:32 PM,22.5,51.0,11.9,
1612,3/6/2017 11:39:32 PM,22.5,50.5,11.7,
1613,3/7/2017 12:09:32 AM,22.0,50.5,11.3,
1614,3/7/2017 12:39:32 AM,22.0,50.0,11.1,
1615,3/7/2017 1:09:32 AM,22.0,50.0,11.1,
1616,3/7/2017 1:39:32 AM,22.0,49.5,11.0,
1617,3/7/2017 2:09:32 AM,22.0,49.0,10.8,
1618,3/7/2017 2:39:32 AM,22.0,49.5,11.0,
1619,3/7/2017 3:09:32 AM,22.0,49.5,11.0,
1620,3/7/2017 3:39:32 AM,22.0,49.0,10.8,
1621,3/7/2017 4:09:32 AM,22.0,49.0,10.8,
1622,3/7/2017 4:39:32 AM,22.0,49.0,10.8,
1623,3/7/2017 5:09:32 AM,22.0,49.0,10.8,
1624,3/7/2017 5:39:32 AM,22.0,49.0,10.8,
1625,3/7/2017 6:09:32 AM,23.0,48.0,11.4,
1626,3/7/2017 6:39:32 AM,24.5,47.5,12.6,
1627,3/7/2017 7:09:32 AM,24.5,48.0,12.8,
1628,3/7/2017 7:39:32 AM,24.5,49.0,13.1,
1629,3/7/2017 8:09:32 AM,24.5,48.5,12.9,
1630,3/7/2017 8:39:32 AM,24.5,50.0,13.4,
1631,3/7/2017 9:09:32 AM,24.5,51.0,13.7,
1632,3/7/2017 9:39:32 AM,24.5,51.5,13.9,
1633,3/7/2017 10:09:32 AM,24.5,52.5,14.1,
1634,3/7/2017 10:39:32 AM,24.5,53.0,14.3,
1635,3/7/2017 11:09:32 AM,24.5,52.0,14.0,
1636,3/7/2017 11:39:32 AM,24.5,53.5,14.4,
1637,3/7/2017 12:09:32 PM,24.5,53.5,14.4,
1638,3/7/2017 12:39:32 PM,24.5,53.0,14.3,
1639,3/7/2017 1:09:32 PM,24.5,53.5,14.4,
1640,3/7/2017 1:39:32 PM,24.5,53.5,14.4,
1641,3/7/2017 2:09:32 PM,24.5,52.5,14.1,
1642,3/7/2017 2:39:32 PM,24.0,52.5,13.7,
1643,3/7/2017 3:09:32 PM,24.0,51.5,13.4,
1644,3/7/2017 3:39:32 PM,24.5,51.0,13.7,
1645,3/7/2017 4:09:32 PM,24.5,50.5,13.6,
1646,3/7/2017 4:39:32 PM,24.0,51.0,13.2,
1647,3/7/2017 5:09:32 PM,24.0,50.0,12.9,
1648,3/7/2017 5:39:32 PM,24.0,51.0,13.2,
1649,3/7/2017 6:09:32 PM,24.0,51.5,13.4,
1650,3/7/2017 6:39:32 PM,24.0,51.5,13.4,
1651,3/7/2017 7:09:32 PM,24.0,51.5,13.4,
1652,3/7/2017 7:39:32 PM,24.0,51.5,13.4,
1653,3/7/2017 8:09:32 PM,24.0,51.0,13.2,
1654,3/7/2017 8:39:32 PM,24.0,51.0,13.2,
1655,3/7/2017 9:09:32 PM,24.0,50.5,13.1,
1656,3/7/2017 9:39:32 PM,24.0,50.5,13.1,
1657,3/7/2017 10:09:32 PM,23.0,52.5,12.8,
1658,3/7/2017 10:39:32 PM,22.0,52.5,11.8,
1659,3/7/2017 11:09:32 PM,22.5,51.5,12.0,
1660,3/7/2017 11:39:32 PM,22.0,51.0,11.4,
1661,3/8/2017 12:09:32 AM,22.0,51.0,11.4,
1662,3/8/2017 12:39:32 AM,22.0,50.5,11.3,
1663,3/8/2017 1:09:32 AM,22.0,50.5,11.3,
1664,3/8/2017 1:39:32 AM,22.0,50.5,11.3,
1665,3/8/2017 2:09:32 AM,22.0,50.5,11.3,
1666,3/8/2017 2:39:32 AM,22.0,50.5,11.3,
1667,3/8/2017 3:09:32 AM,22.0,50.5,11.3,
1668,3/8/2017 3:39:32 AM,22.0,50.5,11.3,
1669,3/8/2017 4:09:32 AM,22.0,50.5,11.3,
1670,3/8/2017 4:39:32 AM,22.0,50.5,11.3,
1671,3/8/2017 5:09:32 AM,22.0,50.5,11.3,
1672,3/8/2017 5:39:32 AM,22.0,50.5,11.3,
1673,3/8/2017 6:09:32 AM,22.5,49.5,11.4,
1674,3/8/2017 6:39:32 AM,23.5,51.0,12.8,
1675,3/8/2017 7:09:32 AM,23.5,50.5,12.6,
1676,3/8/2017 7:39:32 AM,24.0,51.0,13.2,
1677,3/8/2017 8:09:32 AM,24.0,51.5,13.4,
1678,3/8/2017 8:39:32 AM,24.0,52.0,13.5,
1679,3/8/2017 9:09:32 AM,24.0,53.0,13.8,
1680,3/8/2017 9:39:32 AM,24.0,54.0,14.1,
1681,3/8/2017 10:09:32 AM,24.5,53.0,14.3,
1682,3/8/2017 10:39:32 AM,26.0,49.5,14.6,
1683,3/8/2017 11:09:32 AM,26.0,49.5,14.6,
1684,3/8/2017 11:39:32 AM,26.0,50.0,14.8,
1685,3/8/2017 12:09:32 PM,26.0,50.5,14.9,
1686,3/8/2017 12:39:32 PM,26.0,49.5,14.6,
1687,3/8/2017 1:09:32 PM,26.0,50.0,14.8,
1688,3/8/2017 1:39:32 PM,26.0,50.0,14.8,
1689,3/8/2017 2:09:32 PM,26.0,50.0,14.8,
1690,3/8/2017 2:39:32 PM,26.0,50.5,14.9,
1691,3/8/2017 3:09:32 PM,26.0,50.0,14.8,
1692,3/8/2017 3:39:32 PM,26.0,49.5,14.6,
1693,3/8/2017 4:09:32 PM,26.0,50.0,14.8,
1694,3/8/2017 4:39:32 PM,26.0,50.5,14.9,
1695,3/8/2017 5:09:32 PM,26.0,50.5,14.9,
1696,3/8/2017 5:39:32 PM,26.0,49.5,14.6,
1697,3/8/2017 6:09:32 PM,26.0,49.5,14.6,
1698,3/8/2017 6:39:32 PM,26.0,50.0,14.8,
1699,3/8/2017 7:09:32 PM,26.0,49.0,14.5,
1700,3/8/2017 7:39:32 PM,26.0,50.0,14.8,
1701,3/8/2017 8:09:32 PM,26.0,49.5,14.6,
1702,3/8/2017 8:39:32 PM,26.0,50.5,14.9,
1703,3/8/2017 9:09:32 PM,26.0,50.0,14.8,
1704,3/8/2017 9:39:32 PM,26.0,50.0,14.8,
1705,3/8/2017 10:09:32 PM,24.0,55.0,14.4,
1706,3/8/2017 10:39:32 PM,22.5,59.0,14.1,
1707,3/8/2017 11:09:32 PM,22.5,58.0,13.8,
1708,3/8/2017 11:39:32 PM,22.5,58.0,13.8,
1709,3/9/2017 12:09:32 AM,22.0,57.5,13.2,
1710,3/9/2017 12:39:32 AM,22.0,57.0,13.1,
1711,3/9/2017 1:09:32 AM,22.0,57.0,13.1,
1712,3/9/2017 1:39:32 AM,22.0,57.0,13.1,
1713,3/9/2017 2:09:32 AM,22.0,57.0,13.1,
1714,3/9/2017 2:39:32 AM,22.0,57.0,13.1,
1715,3/9/2017 3:09:32 AM,22.0,56.5,13.0,
1716,3/9/2017 3:39:32 AM,22.0,56.5,13.0,
1717,3/9/2017 4:09:32 AM,22.0,56.5,13.0,
1718,3/9/2017 4:39:32 AM,22.0,56.5,13.0,
1719,3/9/2017 5:09:32 AM,22.0,56.5,13.0,
1720,3/9/2017 5:39:32 AM,22.0,56.5,13.0,
1721,3/9/2017 6:09:32 AM,23.0,54.5,13.3,
1722,3/9/2017 6:39:32 AM,25.5,50.5,14.5,
1723,3/9/2017 7:09:32 AM,25.5,50.0,14.3,
1724,3/9/2017 7:39:32 AM,26.0,50.0,14.8,
1725,3/9/2017 8:09:32 AM,26.0,50.5,14.9,
1726,3/9/2017 8:39:32 AM,26.0,51.0,15.1,
1727,3/9/2017 9:09:32 AM,26.0,52.0,15.4,
1728,3/9/2017 9:39:32 AM,26.0,52.0,15.4,
1729,3/9/2017 10:09:32 AM,26.0,52.0,15.4,
1730,3/9/2017 10:39:32 AM,26.0,52.5,15.5,
1731,3/9/2017 11:09:32 AM,26.0,53.0,15.7,
1732,3/9/2017 11:39:32 AM,26.0,52.5,15.5,
1733,3/9/2017 12:09:32 PM,26.0,53.5,15.8,
1734,3/9/2017 12:39:32 PM,26.0,53.5,15.8,
1735,3/9/2017 1:09:32 PM,26.0,53.0,15.7,
1736,3/9/2017 1:39:32 PM,26.0,52.0,15.4,
1737,3/9/2017 2:09:32 PM,26.0,52.5,15.5,
1738,3/9/2017 2:39:32 PM,26.0,52.5,15.5,
1739,3/9/2017 3:09:32 PM,26.0,52.5,15.5,
1740,3/9/2017 3:39:32 PM,26.0,54.0,16.0,
1741,3/9/2017 4:09:32 PM,26.0,54.5,16.1,
1742,3/9/2017 4:39:32 PM,26.0,55.5,16.4,
1743,3/9/2017 5:09:32 PM,25.5,57.0,16.4,
1744,3/9/2017 5:39:32 PM,26.0,56.0,16.5,
1745,3/9/2017 6:09:32 PM,26.0,54.5,16.1,
1746,3/9/2017 6:39:32 PM,26.0,56.0,16.5,
1747,3/9/2017 7:09:32 PM,25.5,56.0,16.1,
1748,3/9/2017 7:39:32 PM,26.0,55.5,16.4,
1749,3/9/2017 8:09:32 PM,26.0,55.5,16.4,
1750,3/9/2017 8:39:32 PM,25.5,55.5,15.9,
1751,3/9/2017 9:09:32 PM,26.0,55.5,16.4,
1752,3/9/2017 9:39:32 PM,26.0,55.5,16.4,
1753,3/9/2017 10:09:32 PM,24.0,61.5,16.1,
1754,3/9/2017 10:39:32 PM,22.5,65.5,15.7,
1755,3/9/2017 11:09:32 PM,22.5,64.5,15.5,
1756,3/9/2017 11:39:32 PM,22.5,64.0,15.4,
1757,3/10/2017 12:09:32 AM,22.5,64.0,15.4,
1758,3/10/2017 12:39:32 AM,22.0,63.5,14.8,
1759,3/10/2017 1:09:32 AM,22.0,63.5,14.8,
1760,3/10/2017 1:39:32 AM,22.0,63.5,14.8,
1761,3/10/2017 2:09:32 AM,22.0,63.0,14.6,
1762,3/10/2017 2:39:32 AM,22.0,63.0,14.6,
1763,3/10/2017 3:09:32 AM,22.0,62.5,14.5,
1764,3/10/2017 3:39:32 AM,22.0,62.5,14.5,
1765,3/10/2017 4:09:32 AM,22.0,62.0,14.4,
1766,3/10/2017 4:39:32 AM,22.0,62.0,14.4,
1767,3/10/2017 5:09:32 AM,22.0,62.0,14.4,
1768,3/10/2017 5:39:32 AM,22.0,62.5,14.5,
1769,3/10/2017 6:09:32 AM,23.0,59.5,14.7,
1770,3/10/2017 6:39:32 AM,25.5,54.5,15.7,
1771,3/10/2017 7:09:32 AM,25.5,54.5,15.7,
1772,3/10/2017 7:39:32 AM,25.5,55.5,15.9,
1773,3/10/2017 8:09:32 AM,25.5,56.0,16.1,
1774,3/10/2017 8:39:32 AM,25.5,56.5,16.2,
1775,3/10/2017 9:09:32 AM,26.0,55.5,16.4,
1776,3/10/2017 9:39:32 AM,25.5,58.5,16.8,
1777,3/10/2017 10:09:32 AM,25.5,57.5,16.5,
1778,3/10/2017 10:39:32 AM,25.5,58.5,16.8,
1779,3/10/2017 11:09:32 AM,25.5,59.0,16.9,
1780,3/10/2017 11:39:32 AM,25.5,58.5,16.8,
1781,3/10/2017 12:09:32 PM,25.5,57.0,16.4,
1782,3/10/2017 12:39:32 PM,25.5,58.0,16.6,
1783,3/10/2017 1:09:32 PM,25.5,56.5,16.2,
1784,3/10/2017 1:39:32 PM,25.5,55.5,15.9,
1785,3/10/2017 2:09:32 PM,25.5,56.5,16.2,
1786,3/10/2017 2:39:32 PM,25.5,56.0,16.1,
1787,3/10/2017 3:09:32 PM,25.5,55.5,15.9,
1788,3/10/2017 3:39:32 PM,25.5,56.5,16.2,
1789,3/10/2017 4:09:32 PM,25.5,55.5,15.9,
1790,3/10/2017 4:39:32 PM,25.5,56.0,16.1,
1791,3/10/2017 5:09:32 PM,25.5,55.5,15.9,
1792,3/10/2017 5:39:32 PM,25.0,54.5,15.2,
1793,3/10/2017 6:09:32 PM,25.5,55.0,15.8,
1794,3/10/2017 6:39:32 PM,25.5,55.0,15.8,
1795,3/10/2017 7:09:32 PM,25.5,55.0,15.8,
1796,3/10/2017 7:39:32 PM,25.5,56.0,16.1,
1797,3/10/2017 8:09:32 PM,25.5,56.5,16.2,
1798,3/10/2017 8:39:32 PM,25.0,57.0,15.9,
1799,3/10/2017 9:09:32 PM,25.0,55.5,15.5,
1800,3/10/2017 9:39:32 PM,25.0,56.5,15.8,
1801,3/10/2017 10:09:32 PM,23.5,61.5,15.7,
1802,3/10/2017 10:39:32 PM,22.5,64.0,15.4,
1803,3/10/2017 11:09:32 PM,22.5,62.5,15.0,
1804,3/10/2017 11:39:32 PM,22.5,62.5,15.0,
1805,3/11/2017 12:09:32 AM,22.5,62.5,15.0,
1806,3/11/2017 12:39:32 AM,22.5,62.0,14.9,
1807,3/11/2017 1:09:32 AM,22.0,62.0,14.4,
1808,3/11/2017 1:39:32 AM,22.0,62.0,14.4,
1809,3/11/2017 2:09:32 AM,22.0,62.0,14.4,
1810,3/11/2017 2:39:32 AM,22.0,61.5,14.3,
1811,3/11/2017 3:09:32 AM,22.0,61.0,14.1,
1812,3/11/2017 3:39:32 AM,22.0,60.5,14.0,
1813,3/11/2017 4:09:32 AM,22.0,60.0,13.9,
1814,3/11/2017 4:39:32 AM,22.0,59.5,13.8,
1815,3/11/2017 5:09:32 AM,22.0,59.0,13.6,
1816,3/11/2017 5:39:32 AM,22.0,59.0,13.6,
1817,3/11/2017 6:09:32 AM,23.5,56.5,14.4,
1818,3/11/2017 6:39:32 AM,25.0,53.0,14.8,
1819,3/11/2017 7:09:32 AM,25.5,53.5,15.4,
1820,3/11/2017 7:39:32 AM,25.5,53.5,15.4,
1821,3/11/2017 8:09:32 AM,25.5,54.0,15.5,
1822,3/11/2017 8:39:32 AM,25.5,55.0,15.8,
1823,3/11/2017 9:09:32 AM,26.0,55.0,16.3,
1824,3/11/2017 9:39:32 AM,26.0,55.5,16.4,
1825,3/11/2017 10:09:32 AM,26.0,54.0,16.0,
1826,3/11/2017 10:39:32 AM,26.0,56.0,16.5,
1827,3/11/2017 11:09:32 AM,26.0,57.0,16.8,
1828,3/11/2017 11:39:32 AM,26.0,57.0,16.8,
1829,3/11/2017 12:09:32 PM,26.0,57.5,17.0,
1830,3/11/2017 12:39:32 PM,26.0,57.5,17.0,
1831,3/11/2017 1:09:32 PM,26.0,57.5,17.0,
1832,3/11/2017 1:39:32 PM,26.0,57.5,17.0,
1833,3/11/2017 2:09:32 PM,26.0,57.5,17.0,
1834,3/11/2017 2:39:32 PM,26.0,57.0,16.8,
1835,3/11/2017 3:09:32 PM,26.0,58.0,17.1,
1836,3/11/2017 3:39:32 PM,26.0,57.0,16.8,
1837,3/11/2017 4:09:32 PM,26.0,58.0,17.1,
1838,3/11/2017 4:39:32 PM,26.0,58.0,17.1,
1839,3/11/2017 5:09:32 PM,26.0,57.0,16.8,
1840,3/11/2017 5:39:32 PM,26.0,57.0,16.8,
1841,3/11/2017 6:09:32 PM,26.0,57.5,17.0,
1842,3/11/2017 6:39:32 PM,26.0,57.0,16.8,
1843,3/11/2017 7:09:32 PM,26.0,57.0,16.8,
1844,3/11/2017 7:39:32 PM,26.0,57.0,16.8,
1845,3/11/2017 8:09:32 PM,26.0,57.5,17.0,
1846,3/11/2017 8:39:32 PM,26.0,56.5,16.7,
1847,3/11/2017 9:09:32 PM,26.0,56.0,16.5,
1848,3/11/2017 9:39:32 PM,26.0,57.0,16.8,
1849,3/11/2017 10:09:32 PM,24.0,63.0,16.5,
1850,3/11/2017 10:39:32 PM,22.0,68.0,15.8,
1851,3/11/2017 11:09:32 PM,22.5,66.0,15.8,
1852,3/11/2017 11:39:32 PM,22.5,66.0,15.8,
1853,3/12/2017 12:09:32 AM,22.5,66.0,15.8,
1854,3/12/2017 12:39:32 AM,22.0,65.5,15.2,
1855,3/12/2017 1:09:32 AM,22.0,65.0,15.1,
1856,3/12/2017 1:39:32 AM,22.0,64.5,15.0,
1857,3/12/2017 2:09:32 AM,22.0,64.0,14.9,
1858,3/12/2017 2:39:32 AM,22.0,63.5,14.8,
1859,3/12/2017 3:09:32 AM,22.0,63.0,14.6,
1860,3/12/2017 3:39:32 AM,22.0,62.5,14.5,
1861,3/12/2017 4:09:32 AM,22.0,61.0,14.1,
1862,3/12/2017 4:39:32 AM,22.0,60.0,13.9,
1863,3/12/2017 5:09:32 AM,22.0,59.0,13.6,
1864,3/12/2017 5:39:32 AM,22.0,58.0,13.4,
1865,3/12/2017 6:09:32 AM,23.0,56.0,13.8,
1866,3/12/2017 6:39:32 AM,25.0,53.0,14.8,
1867,3/12/2017 7:09:32 AM,25.0,52.5,14.6,
1868,3/12/2017 7:39:32 AM,25.0,52.5,14.6,
1869,3/12/2017 8:09:32 AM,25.5,52.5,15.1,
1870,3/12/2017 8:39:32 AM,25.5,53.0,15.2,
1871,3/12/2017 9:09:32 AM,25.5,53.5,15.4,
1872,3/12/2017 9:39:32 AM,25.5,53.0,15.2,
1873,3/12/2017 10:09:32 AM,25.5,53.0,15.2,
1874,3/12/2017 10:39:32 AM,25.5,52.5,15.1,
1875,3/12/2017 11:09:32 AM,25.5,53.5,15.4,
1876,3/12/2017 11:39:32 AM,25.5,52.5,15.1,
1877,3/12/2017 12:09:32 PM,25.5,52.0,14.9,
1878,3/12/2017 12:39:32 PM,25.5,51.5,14.8,
1879,3/12/2017 1:09:32 PM,25.5,51.5,14.8,
1880,3/12/2017 1:39:32 PM,25.5,50.5,14.5,
1881,3/12/2017 2:09:32 PM,25.5,49.5,14.2,
1882,3/12/2017 2:39:32 PM,25.5,49.5,14.2,
1883,3/12/2017 3:09:32 PM,25.5,49.5,14.2,
1884,3/12/2017 3:39:32 PM,25.5,50.5,14.5,
1885,3/12/2017 4:09:32 PM,25.5,50.0,14.3,
1886,3/12/2017 4:39:32 PM,25.5,51.0,14.6,
1887,3/12/2017 5:09:32 PM,25.5,50.5,14.5,
1888,3/12/2017 5:39:32 PM,25.0,50.5,14.0,
1889,3/12/2017 6:09:32 PM,25.5,51.0,14.6,
1890,3/12/2017 6:39:32 PM,25.5,51.0,14.6,
1891,3/12/2017 7:09:32 PM,25.5,51.0,14.6,
1892,3/12/2017 7:39:32 PM,25.5,51.5,14.8,
1893,3/12/2017 8:09:32 PM,25.5,51.5,14.8,
1894,3/12/2017 8:39:32 PM,25.5,52.0,14.9,
1895,3/12/2017 9:09:32 PM,25.5,52.0,14.9,
1896,3/12/2017 9:39:32 PM,25.5,52.5,15.1,
1897,3/12/2017 10:09:32 PM,23.5,55.5,14.1,
1898,3/12/2017 10:39:32 PM,22.5,59.0,14.1,
1899,3/12/2017 11:09:32 PM,22.5,58.5,14.0,
1900,3/12/2017 11:39:32 PM,22.5,58.5,14.0,
1901,3/13/2017 12:09:32 AM,22.0,58.0,13.4,
1902,3/13/2017 12:39:32 AM,22.0,57.5,13.2,
1903,3/13/2017 1:09:32 AM,22.0,57.0,13.1,
1904,3/13/2017 1:39:32 AM,22.0,56.5,13.0,
1905,3/13/2017 2:09:32 AM,22.0,55.5,12.7,
1906,3/13/2017 2:39:32 AM,22.0,55.0,12.5,
1907,3/13/2017 3:09:32 AM,22.0,54.5,12.4,
1908,3/13/2017 3:39:32 AM,22.0,54.0,12.3,
1909,3/13/2017 4:09:32 AM,22.0,54.0,12.3,
1910,3/13/2017 4:39:32 AM,22.0,54.0,12.3,
1911,3/13/2017 5:09:32 AM,22.0,54.0,12.3,
1912,3/13/2017 5:39:32 AM,22.0,54.0,12.3,
1913,3/13/2017 6:09:32 AM,23.0,52.5,12.8,
1914,3/13/2017 6:39:32 AM,25.0,50.5,14.0,
1915,3/13/2017 7:09:32 AM,25.5,49.5,14.2,
1916,3/13/2017 7:39:32 AM,25.5,49.5,14.2,
1917,3/13/2017 8:09:32 AM,25.5,50.5,14.5,
1918,3/13/2017 8:39:32 AM,25.5,50.0,14.3,
1919,3/13/2017 9:09:32 AM,25.5,51.0,14.6,
1920,3/13/2017 9:39:32 AM,25.5,52.0,14.9,
1921,3/13/2017 10:09:32 AM,25.5,53.5,15.4,
1922,3/13/2017 10:39:32 AM,25.0,54.5,15.2,
1923,3/13/2017 11:09:32 AM,25.5,54.5,15.7,
1924,3/13/2017 11:39:32 AM,25.0,54.0,15.0,
1925,3/13/2017 12:09:32 PM,25.5,54.5,15.7,
1926,3/13/2017 12:39:32 PM,25.5,53.5,15.4,
1927,3/13/2017 1:09:32 PM,25.5,51.5,14.8,
1928,3/13/2017 1:39:32 PM,25.0,52.5,14.6,
1929,3/13/2017 2:09:32 PM,25.5,48.0,13.7,
1930,3/13/2017 2:39:32 PM,25.0,45.5,12.4,
1931,3/13/2017 3:09:32 PM,25.5,46.0,13.0,
1932,3/13/2017 3:39:32 PM,26.0,48.5,14.3,
1933,3/13/2017 4:09:32 PM,26.0,48.5,14.3,
1934,3/13/2017 4:39:32 PM,26.0,49.5,14.6,
1935,3/13/2017 5:09:32 PM,25.5,50.0,14.3,
1936,3/13/2017 5:39:32 PM,25.5,49.5,14.2,
1937,3/13/2017 6:09:32 PM,26.0,49.5,14.6,
1938,3/13/2017 6:39:32 PM,25.5,51.0,14.6,
1939,3/13/2017 7:09:32 PM,25.5,51.0,14.6,
1940,3/13/2017 7:39:32 PM,25.5,51.5,14.8,
1941,3/13/2017 8:09:32 PM,25.5,52.0,14.9,
1942,3/13/2017 8:39:32 PM,25.5,51.5,14.8,
1943,3/13/2017 9:09:32 PM,25.5,51.5,14.8,
1944,3/13/2017 9:39:32 PM,26.0,50.5,14.9,
1945,3/13/2017 10:09:32 PM,24.5,54.5,14.7,
1946,3/13/2017 10:39:32 PM,22.5,57.0,13.6,
1947,3/13/2017 11:09:32 PM,22.5,56.0,13.3,
1948,3/13/2017 11:39:32 PM,22.5,56.0,13.3,
1949,3/14/2017 12:09:32 AM,22.5,55.5,13.2,
1950,3/14/2017 12:39:32 AM,22.5,55.0,13.0,
1951,3/14/2017 1:09:32 AM,22.0,55.5,12.7,
1952,3/14/2017 1:39:32 AM,22.5,55.5,13.2,
1953,3/14/2017 2:09:32 AM,22.0,55.5,12.7,
1954,3/14/2017 2:39:32 AM,22.0,55.0,12.5,
1955,3/14/2017 3:09:32 AM,22.0,54.5,12.4,
1956,3/14/2017 3:39:32 AM,22.0,54.5,12.4,
1957,3/14/2017 4:09:32 AM,22.0,54.0,12.3,
1958,3/14/2017 4:39:32 AM,22.0,54.0,12.3,
1959,3/14/2017 5:09:32 AM,22.0,54.0,12.3,
1960,3/14/2017 5:39:32 AM,22.0,54.0,12.3,
1961,3/14/2017 6:09:32 AM,23.5,52.5,13.2,
1962,3/14/2017 6:39:32 AM,25.5,49.5,14.2,
1963,3/14/2017 7:09:32 AM,26.0,49.5,14.6,
1964,3/14/2017 7:39:32 AM,26.0,49.5,14.6,
1965,3/14/2017 8:09:32 AM,26.0,50.5,14.9,
1966,3/14/2017 8:39:32 AM,26.0,51.5,15.2,
1967,3/14/2017 9:09:32 AM,26.0,52.5,15.5,
1968,3/14/2017 9:39:32 AM,25.0,55.5,15.5,
1969,3/14/2017 10:09:32 AM,25.5,55.0,15.8,
1970,3/14/2017 10:39:32 AM,25.5,55.5,15.9,
1971,3/14/2017 11:09:32 AM,25.5,54.5,15.7,
1972,3/14/2017 11:39:32 AM,25.5,53.5,15.4,
1973,3/14/2017 12:09:32 PM,25.5,54.5,15.7,
1974,3/14/2017 12:39:32 PM,25.0,57.5,16.0,
1975,3/14/2017 1:09:32 PM,25.0,55.0,15.3,
1976,3/14/2017 1:39:32 PM,25.5,56.0,16.1,
1977,3/14/2017 2:09:32 PM,25.5,55.5,15.9,
1978,3/14/2017 2:39:32 PM,25.5,57.5,16.5,
1979,3/14/2017 3:09:32 PM,25.0,57.5,16.0,
1980,3/14/2017 3:39:32 PM,25.0,57.0,15.9,
1981,3/14/2017 4:09:32 PM,25.0,58.5,16.3,
1982,3/14/2017 4:39:32 PM,25.0,57.5,16.0,
1983,3/14/2017 5:09:32 PM,25.0,58.5,16.3,
1984,3/14/2017 5:39:32 PM,25.0,56.5,15.8,
1985,3/14/2017 6:09:32 PM,25.0,57.5,16.0,
1986,3/14/2017 6:39:32 PM,25.5,57.5,16.5,
1987,3/14/2017 7:09:32 PM,25.5,56.5,16.2,
1988,3/14/2017 7:39:32 PM,25.5,58.0,16.6,
1989,3/14/2017 8:09:32 PM,25.5,57.5,16.5,
1990,3/14/2017 8:39:32 PM,25.5,56.5,16.2,
1991,3/14/2017 9:09:32 PM,25.5,55.5,15.9,
1992,3/14/2017 9:39:32 PM,26.0,56.0,16.5,
1993,3/14/2017 10:09:32 PM,24.5,66.0,17.7,
1994,3/14/2017 10:39:32 PM,22.5,82.5,19.4,
1995,3/14/2017 11:09:32 PM,22.5,82.0,19.3,
1996,3/14/2017 11:39:32 PM,22.5,79.0,18.7,
1997,3/15/2017 12:09:32 AM,22.5,76.5,18.2,
1998,3/15/2017 12:39:32 AM,22.5,73.5,17.5,
1999,3/15/2017 1:09:32 AM,22.5,71.0,17.0,
2000,3/15/2017 1:39:32 AM,22.5,69.0,16.5,
2001,3/15/2017 2:09:32 AM,22.0,67.5,15.7,
2002,3/15/2017 2:39:32 AM,22.0,66.0,15.4,
2003,3/15/2017 3:09:32 AM,22.0,65.5,15.2,
2004,3/15/2017 3:39:32 AM,22.0,65.5,15.2,
2005,3/15/2017 4:09:32 AM,22.0,64.0,14.9,
2006,3/15/2017 4:39:32 AM,22.0,63.5,14.8,
2007,3/15/2017 5:09:32 AM,22.0,63.0,14.6,
2008,3/15/2017 5:39:32 AM,22.0,63.0,14.6,
2009,3/15/2017 6:09:32 AM,23.5,59.5,15.2,
2010,3/15/2017 6:39:32 AM,25.0,57.0,15.9,
2011,3/15/2017 7:09:32 AM,25.5,56.5,16.2,
2012,3/15/2017 7:39:32 AM,25.5,56.0,16.1,
